"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "Param" "Time"
2.78344766285426 0.882623980234904 -0.566479351914729 -1.60924953169482 -2.29107375720555 -2.6573392265471 -2.75343313781964 -2.62474268912336 -2.31665507855844 -1.87455750422504 -1.34383716422335 -0.76988125665355 -0.198076979615819 0.326188468789664 0.764436372079553 1.11304548408816 1.37936339323371 1.57074172314618 1.69453209745556 1.75808613979183 1.76875547378499 1.73389172306503 1.66084651126192 1.55697146200565 1.42961819892621 1.28613834565359 1.13388352581778 0.979660672621865 0.825594187098197 0.671421951990553 0.516862845948854 0.361635747623024 0.205459535662991 0.0480530887186907 -0.110864714559959 -0.271574995523032 -0.434358875520601 -0.599497475902736 -0.767271918019516 -0.937963323221007 -1.1117305697673 -1.28678679947082 -1.45978534400452 -1.62733566170609 -1.78604721091322 -1.93252944996359 -2.06339183719491 -2.17524383094487 -2.26469488955116 -2.32835447135147 -2.36283203468349 -2.36473703788491 -2.33067893929344 -2.25736084353424 -2.14481522210048 -1.99722766121288 -1.81904467121579 -1.61471276245354 -1.38867844527049 -1.14538823001097 -0.88928862701934 -0.624826146639931 -0.356447299217083 -0.0885985950951498 0.174273455381527 0.42772234186861 0.667298584581314 0.888179803877394 1.08481196195484 1.25155591167748 1.38277250590915 1.47282259751365 1.51606703935481 1.50686668429645 1.43958238520238 1.30857499493645 1.10820536636245 0.832834352344223 0.476822805745579 0.0345342001455564 -0.492544153697355 -1.08028635556175 -1.70007971149996 -2.32331152756431 -2.92136910980714 -3.46563976428076 -3.92751079703752 -4.27836951412972 -4.48960322160972 -4.53259922552981 -4.37874483194235 -3.99942734689965 -3.36603407645404 3 0.18 104 "Alpha" 0
4.30434029954838 2.26605052946475 0.654884479095877 -0.569516461967432 -1.44751090413437 -2.01945745781414 -2.32571473341595 -2.40664134134899 -2.30259589202246 -2.05393699584556 -1.7010232632275 -1.28421330457746 -0.843865730304647 -0.420339150818261 -0.0482931896934737 0.266367366725948 0.526786210089746 0.736110360799173 0.897486839255483 1.01406266585994 1.08898486101379 1.1254004451183 1.12645643857473 1.09529986178433 1.03507773514837 0.948937079068102 0.840024913944781 0.711404464012717 0.565418584231882 0.404042983243771 0.22925044606547 0.0430137577140735 -0.152694296793329 -0.355900932439637 -0.564633364207765 -0.776918807080624 -0.990784476041122 -1.20425758607216 -1.41536535215665 -1.6221349892775 -1.82258019097002 -2.01449943064192 -2.19551864932245 -2.36325893516119 -2.5153413763077 -2.64938706091159 -2.76301707712242 -2.85385251308979 -2.91951445696328 -2.95762399689246 -2.96580222102692 -2.94167021751625 -2.88284907451003 -2.78702386353494 -2.65415443007398 -2.48703821534355 -2.28865093571705 -2.06196830756787 -1.80996604726938 -1.53561987119496 -1.24190549571801 -0.931798637211912 -0.60827501205004 -0.27431033660579 0.067119672747459 0.413039299636323 0.760452812887224 1.10385103937658 1.43279323983839 1.7362650159757 2.00325196949159 2.22273970208911 2.38371381547132 2.47515991134129 2.48606359140208 2.40541045735675 2.22218611090835 1.92537615375997 1.50396618761465 0.946946297930721 0.255494671462352 -0.530478370286768 -1.3633860956071 -2.19564177278909 -2.97965867012317 -3.6678500558998 -4.21262919840945 -4.56640936594252 -4.6816038267895 -4.51062584924081 -4.00588870158691 -3.11980565211826 -1.80478996912528 3 0.2 105 "Alpha" 0
2.53857910148801 0.86178314328565 -0.408142464961813 -1.31210586832143 -1.89101521186023 -2.18577864064529 -2.23730429974364 -2.08650033422234 -1.77427488914844 -1.34153610958899 -0.829192140611037 -0.278151127281621 0.270678785332187 0.776389452163349 1.20423224573574 1.5505370321562 1.82141335609466 2.02297435996643 2.1613331861868 2.2426029771711 2.27289687533464 2.25832802309272 2.20500956286065 2.11905463705374 2.0065763880873 1.87368795837664 1.72650249033707 1.57075071891774 1.40887594243565 1.24164597095499 1.06981527245241 0.894138314904555 0.715369566288062 0.534263494579587 0.351574567755766 0.168057253793241 -0.0155339793313454 -0.198444663641343 -0.379920331160113 -0.559206513911012 -0.735470658429122 -0.906637328886307 -1.06963472609053 -1.22136302578258 -1.35872240370323 -1.47861303559329 -1.57793509719355 -1.65358876424481 -1.70247421248786 -1.72149161766348 -1.70754115551248 -1.65752300177564 -1.56833733219377 -1.4369604209142 -1.26307403656025 -1.04973483235013 -0.800211492438551 -0.517772700980277 -0.205687142130025 0.132776499957459 0.494349541127432 0.875763297225167 1.27374908409593 1.68503821758498 2.10636201353757 2.53445178779898 2.96601602885879 3.39489658487994 3.80931073554175 4.19682148875415 4.54499185242713 4.84138483447061 5.07356344279456 5.22909068530893 5.29552956992367 5.26044310454875 5.1113942970941 4.83594615546969 4.42166168758547 3.85610823816301 3.13864181926169 2.30608123068469 1.40267010766023 0.472652085416565 -0.439729200818077 -1.29023011581546 -2.03460702434735 -2.62861629118551 -3.0280142811017 -3.18855735886767 -3.06600188925521 -2.61610423703607 -1.79462076698202 3 0.18 110 "Alpha" 0
0.714065864385804 -0.735612241645911 -1.6934070141595 -2.21874595102474 -2.3710565501114 -2.20976630928927 -1.79430272642811 -1.1840932993977 -0.438565526067838 0.382853095691728 1.22073506801121 2.01565289302083 2.7081790728508 3.23888610963137 3.55948773838893 3.67791195605588 3.61977607937136 3.41070393261648 3.07631934007235 2.64224612602007 2.13410811474075 1.5775291305155 0.998132997625423 0.421543540351633 -0.126615417024763 -0.620720050222652 -1.03514653496094 -1.34690940484943 -1.55570432592152 -1.67278672191452 -1.70950406812104 -1.67720383983368 -1.58723351234505 -1.45094056094775 -1.27967246093438 -1.08477668759756 -0.877600716229898 -0.669492022123981 -0.471798080572433 -0.295866366867853 -0.152608760171699 -0.0460037803129141 0.0255282178616063 0.0637232159907231 0.0703171957132878 0.0470461386681575 -0.00435397350582667 -0.0821471591698104 -0.184597436684943 -0.309968824412366 -0.456525340713243 -0.62253100394871 -0.806249832479923 -1.00587874443166 -1.21722907159338 -1.43313632057933 -1.646249038426 -1.8492157721699 -2.0346850688475 -2.1953054754953 -2.3237255391498 -2.41259380684748 -2.45455882562483 -2.44226914251836 -2.36837330456455 -2.22551985879988 -2.00642471934495 -1.71226370267279 -1.36081160340652 -0.971774074124909 -0.564856767406701 -0.159765335830676 0.223794568024398 0.566117291579768 0.847497182256656 1.04822858747631 1.14860585465994 1.12892333122881 0.969475364604141 0.650562096241507 0.168233474014578 -0.431409803092735 -1.09234736347537 -1.75855883552825 -2.37402384764631 -2.88272202822447 -3.22863300565767 -3.35573640834083 -3.20801186466889 -2.72943900303677 -1.8639974518394 -0.555666839471707 1.25157320567137 3 0.2 113 "Alpha" 0
-0.506453286184393 -1.1345699480132 -1.64431127512486 -2.04267979810057 -2.33667804752151 -2.5333085539689 -2.63957384802391 -2.66247646026775 -2.60901892128161 -2.48620376164668 -2.30103351194416 -2.06051070275523 -1.77163786466111 -1.44141752824297 -1.0771452688564 -0.687595250075275 -0.282006912770878 0.130380131019422 0.540326269258254 0.93859188990825 1.31593738093204 1.66312313029226 1.97090952595154 2.2300569558725 2.43132580801779 2.56547647035003 2.62326933083186 2.59682747398817 2.48998865781108 2.31256118816189 2.07440091499679 1.78536368827195 1.45530535794357 1.09408177396784 0.711548786300952 0.317562244899085 -0.0780220002815688 -0.465348099284822 -0.834560202154482 -1.17580245893436 -1.47964042331377 -1.74334710731163 -1.96957259316909 -2.16111820589618 -2.32078527050295 -2.45137511199946 -2.55568905539575 -2.63652842570188 -2.6966945479279 -2.73898874708384 -2.76621234817978 -2.78116667622575 -2.78665305623181 -2.78541406861723 -2.7781037722013 -2.76277096475527 -2.73730076558242 -2.69957829398609 -2.64748866926956 -2.57891701073615 -2.49174843768917 -2.38386806943191 -2.25316102526769 -2.09751242449981 -1.91480738643159 -1.70293103036632 -1.45980273366722 -1.1876439723491 -0.897117270389515 -0.599867047426428 -0.307537723097802 -0.0317737170416074 0.215780551104189 0.423480661701623 0.579682195112725 0.67274073169953 0.691011851824069 0.622851135848378 0.456614164134488 0.180659001783419 -0.209902070348393 -0.69849278875322 -1.26428289420251 -1.88644212746771 -2.54414022932025 -3.2165469405316 -3.88283200187319 -4.52216515411646 -5.11371613803287 -5.63665469439385 -6.07015056397085 -6.39337348753531 -6.58549320585869 3 0.18 116 "Alpha" 0
2.63915189605696 1.77550925885061 1.07051602392133 0.511642555698501 0.0863592186115282 -0.217863622910202 -0.413555604437294 -0.513246361540353 -0.529465529789991 -0.474742744756807 -0.361607642011415 -0.202589857124415 -0.0102190256664172 0.202975216791972 0.425836069556697 0.654133514635688 0.88581723132886 1.11883770080255 1.35114540422308 1.5806908227568 1.80542443757005 2.02329672982915 2.23225818070045 2.43025927135027 2.61525048294496 2.78518229665086 2.93800519363429 3.07170341655661 3.18455144502619 3.27497168198789 3.34138770831553 3.38222310488292 3.39590145256389 3.38084633223226 3.33548132476183 3.25823001102643 3.14751597189988 3.00176278825599 2.81939404096858 2.59883331091146 2.338816943941 2.04305954870215 1.71926658511069 1.37525576517725 1.01884480091246 0.657851404326949 0.300093287431345 -0.0466118377637275 -0.374446259247637 -0.675592265009755 -0.942232143039457 -1.16654818132611 -1.34072266785909 -1.45708452091313 -1.51317574330743 -1.51304123737812 -1.46113445746841 -1.36190885792151 -1.21981789308061 -1.03931501728891 -0.824853684889617 -0.580887350225924 -0.311869467641031 -0.0222534914781396 0.283507123919547 0.600958924208834 0.925640974562112 1.25215294714647 1.57325135290557 1.88147829907227 2.16937589287939 2.42948624155976 2.65435145234622 2.83651363247161 2.96851488916874 3.04289732967046 3.0522030612096 2.988974191019 2.84575282633148 2.61508260888288 2.293678388891 1.89151055203981 1.42117662884779 0.895274149833409 0.326400645515144 -0.272846353588529 -0.88986931695914 -1.51207071407821 -2.12685301442726 -2.72161868748782 -3.28377020274141 -3.80071002966956 -4.25984063775379 3 0.26 119 "Alpha" 0
0.861544144473716 0.0234527476589226 -0.522597914163903 -0.812567797877366 -0.882416860364067 -0.768105058506612 -0.505592349187607 -0.130838689289649 0.32019596430465 0.811551654712693 1.30726842505187 1.77138631843959 2.16794537799324 2.46098564683021 2.62148230618924 2.65540250582269 2.57972455351862 2.41143080784675 2.16750362737685 1.86492537067865 1.52067839632191 1.15174506287636 0.775107728911772 0.407748752997876 0.0666504937044226 -0.231204690398838 -0.468834440742164 -0.631299754055823 -0.72122770948353 -0.75019818679262 -0.729862357834817 -0.671871394461842 -0.58787646852542 -0.489528751877264 -0.388479416369102 -0.296379633852657 -0.224880576179648 -0.185633415201793 -0.190289322770821 -0.250499470738448 -0.377201276107811 -0.569971359752984 -0.819278898928769 -1.11533690258009 -1.44835837965188 -1.80855633908906 -2.18614378983657 -2.57133374083934 -2.9543392010423 -3.32537317939038 -3.6746486848285 -3.99237872630161 -4.26877631275463 -4.4941807847791 -4.66342289858907 -4.77693608655565 -4.83550577550764 -4.83991739227385 -4.79095636368308 -4.68940811656412 -4.53605807774578 -4.33169167405686 -4.07709433232615 -3.77305147938246 -3.42034854205459 -3.01977094717134 -2.57215486211424 -2.08470841064676 -1.57714198433056 -1.07062028733764 -0.586308023839966 -0.145369898009513 0.231029385981733 0.521725123961803 0.705552611758709 0.761347145200478 0.667944020115126 0.404178532330684 -0.051114022324835 -0.719090136140684 -1.59858410661428 -2.61749332026758 -3.68965601529763 -4.72891042990147 -5.64909480227612 -6.36404737061862 -6.78760637312602 -6.83361004799533 -6.4158966334236 -5.44830436760786 -3.84467148874515 -1.51883623503249 1.61536315533307 3 0.2 121 "Alpha" 0
8.78049732843726 4.81978753176567 1.80369489068547 -0.366201632377686 -1.78832307499813 -2.5610904747502 -2.78292486920826 -2.55224729594664 -1.96747879253969 -1.12704039656174 -0.129353145587144 0.927161922809778 1.94408377105465 2.82299136157316 3.48154304844308 3.91852744682243 4.15826297668369 4.22507744989673 4.14329867833141 3.93725447385763 3.63127264834524 3.24968101366413 2.81680738168416 2.3569795642752 1.89452537330714 1.45377262064986 1.0590491181732 0.7323749619287 0.475931541379737 0.281789170535697 0.14193764785839 0.0483667718096306 -0.00693365914877919 -0.031973846555001 -0.0347639919472438 -0.0233142968637012 -0.00563496284255383 0.0102638085780167 0.0163718158598098 0.00467885746464747 -0.0324156847356818 -0.0959931125690745 -0.18190848271605 -0.285869851398715 -0.403585274839185 -0.530762809259588 -0.663110510882058 -0.796336435928733 -0.926148640621722 -1.04825518118314 -1.15836411383515 -1.25218349479985 -1.32542138029938 -1.37385166143394 -1.39558882889155 -1.39166708122199 -1.36330405091921 -1.3117173704772 -1.2381246723899 -1.14374358915128 -1.02979175325532 -0.897486797195975 -0.748046353467191 -0.582688054562957 -0.402629532977226 -0.209088421203953 -0.00330193164179748 0.211033895177831 0.425398609084833 0.630710565741167 0.817888120808804 0.977849629949674 1.10151344882573 1.17979793309893 1.20362143843122 1.16390232048456 1.05155893492089 0.857509637402185 0.572672783590372 0.187969791442887 -0.29735374520143 -0.857599129260461 -1.46182486273175 -2.07908944761281 -2.67845138590115 -3.22896917959429 -3.69970133068978 -4.05970634118508 -4.27804271307777 -4.32376894836531 -4.16594354904526 -3.77362501711513 -3.11587185457242 3 0.18 123 "Alpha" 0
8.66834572098536 5.01324558431726 2.11128517300177 -0.110284610579293 -1.72421286404411 -2.80324868501089 -3.42014117109782 -3.64763941992308 -3.5584925291049 -3.22544959626142 -2.72125971901087 -2.11867199497143 -1.49043552176129 -0.909299396998647 -0.43683392276065 -0.0782056129447186 0.179167977865498 0.347875824568481 0.440506902062713 0.469650185246672 0.447894649018851 0.387829268277732 0.302043017921805 0.20312487284953 0.103663807959417 0.0162487981499457 -0.0465311816804079 -0.0734238344967326 -0.064667862167525 -0.0263585155474071 0.0353623181990814 0.114352751907401 0.204470898413007 0.299574870551386 0.393522781157978 0.480172743068249 0.553382869117657 0.607011272141679 0.634916064975763 0.630955360455373 0.589374677420103 0.510585854477298 0.399943993803521 0.26294323851013 0.105077731708458 -0.0681583834901529 -0.251270963974372 -0.438765866632891 -0.625148948354346 -0.804926066027403 -0.972603076540762 -1.12268583678306 -1.24968020364297 -1.34814659663362 -1.41458527718841 -1.4479163019653 -1.44721175399037 -1.4115437162897 -1.33998427188934 -1.2316055038154 -1.08547949509395 -0.900678328751056 -0.676274087812778 -0.411338855305214 -0.104944714254429 0.243836252313504 0.635887488874674 1.06650762064171 1.52003742850888 1.97954303413013 2.42809055915944 2.84874612525072 3.22457585405794 3.53864586723505 3.77402228643599 3.91377123331473 3.94095882952519 3.83865119672135 3.58991445655714 3.17781965259689 2.59881695785035 1.89187360618313 1.10438338481214 0.28374008095431 -0.522662518173437 -1.26743062535418 -1.90317045337102 -2.382488215007 -2.65799012304523 -2.68228239026875 -2.40797122946068 -1.78766285340408 -0.77396347488202 3 0.26 131 "Alpha" 0
0.655327656832263 -0.704536967036444 -1.63509376194278 -2.18475443300789 -2.40193068535291 -2.335034224099 -2.03247675436732 -1.54266998127899 -0.914025609955188 -0.194955345517043 0.566129106914292 1.32081604221767 2.02069375527194 2.61735054095595 3.07063142921766 3.38204167486417 3.56619603580316 3.63771409266259 3.61121542607046 3.50131961665472 3.32264624504336 3.08981489186436 2.81744513774569 2.52015656331533 2.21256874920125 1.90930127603143 1.62497372443385 1.37287101667192 1.15480443710312 0.966737569375004 0.804587431284937 0.664271040630304 0.541705415208477 0.432807572816849 0.333494531252785 0.239683308313666 0.147290921796869 0.0522343894997779 -0.0495692707802367 -0.162203041245792 -0.289545250200917 -0.432216761256285 -0.588227073845353 -0.755512236631434 -0.932008298277831 -1.11565130744786 -1.30437731280484 -1.49612236301209 -1.68882250673291 -1.88041379263062 -2.06883226936854 -2.25201398560998 -2.42789499001825 -2.59436917412874 -2.74783163493024 -2.88280784495988 -2.9937058154869 -3.07493355778055 -3.12089908311005 -3.12601040274467 -3.08467552795363 -2.99130247000619 -2.84029924017158 -2.62607384971904 -2.34303430991782 -1.98558863203716 -1.54821508362602 -1.03421465736922 -0.464199210268017 0.13920573334197 0.753374649125124 1.35568201274581 1.9235022998684 2.43420998615727 2.8651795472768 3.19378545889137 3.39740219666533 3.45340423626308 3.33916605334898 3.03206813707269 2.5258373120549 1.86614684254271 1.10896537623896 0.310261560846515 -0.473995955931754 -1.18783852639299 -1.77529750283434 -2.18040423755294 -2.34719008284593 -2.21968639101044 -1.74192451434363 -0.857935805142617 0.488248384295445 3 0.16 133 "Alpha" 0
